timestamp,cylinder,size,operation,type,deadline,stream_id
16.3840,171,8192,READ,MULTIMEDIA,49.1520,mm-12
16.3840,239,8192,READ,MULTIMEDIA,49.1520,mm-13
16.3840,100,8192,READ,MULTIMEDIA,49.1520,mm-14
16.3840,155,8192,READ,MULTIMEDIA,49.1520,mm-15
16.3840,447,8192,READ,MULTIMEDIA,49.1520,mm-16
16.3840,330,8192,READ,MULTIMEDIA,49.1520,mm-17
16.3840,470,8192,READ,MULTIMEDIA,49.1520,mm-18
16.3840,106,8192,READ,MULTIMEDIA,49.1520,mm-19
32.7680,314,8192,READ,MULTIMEDIA,65.5360,mm-0
32.7680,51,8192,READ,MULTIMEDIA,65.5360,mm-1
32.7680,119,8192,READ,MULTIMEDIA,65.5360,mm-2
32.7680,63,8192,READ,MULTIMEDIA,65.5360,mm-3
32.7680,171,8192,READ,MULTIMEDIA,65.5360,mm-4
32.7680,377,8192,READ,MULTIMEDIA,65.5360,mm-5
32.7680,272,8192,READ,MULTIMEDIA,65.5360,mm-6
32.7680,234,8192,READ,MULTIMEDIA,65.5360,mm-7
32.7680,66,8192,READ,MULTIMEDIA,65.5360,mm-8
32.7680,499,8192,READ,MULTIMEDIA,65.5360,mm-9
32.7680,56,8192,READ,MULTIMEDIA,65.5360,mm-10
32.7680,245,8192,READ,MULTIMEDIA,65.5360,mm-11
32.7680,172,8192,READ,MULTIMEDIA,65.5360,mm-12
32.7680,240,8192,READ,MULTIMEDIA,65.5360,mm-13
32.7680,101,8192,READ,MULTIMEDIA,65.5360,mm-14
32.7680,156,8192,READ,MULTIMEDIA,65.5360,mm-15
32.7680,448,8192,READ,MULTIMEDIA,65.5360,mm-16
32.7680,109,8192,READ,MULTIMEDIA,65.5360,mm-17
32.7680,471,8192,READ,MULTIMEDIA,65.5360,mm-18
32.7680,107,8192,READ,MULTIMEDIA,65.5360,mm-19
49.1520,315,8192,READ,MULTIMEDIA,81.9200,mm-0
49.1520,52,8192,READ,MULTIMEDIA,81.9200,mm-1
49.1520,120,8192,READ,MULTIMEDIA,81.9200,mm-2
49.1520,64,8192,READ,MULTIMEDIA,81.9200,mm-3
49.1520,79,8192,READ,MULTIMEDIA,81.9200,mm-4
49.1520,378,8192,READ,MULTIMEDIA,81.9200,mm-5
49.1520,273,8192,READ,MULTIMEDIA,81.9200,mm-6
49.1520,235,8192,READ,MULTIMEDIA,81.9200,mm-7
49.1520,67,8192,READ,MULTIMEDIA,81.9200,mm-8
49.1520,499,8192,READ,MULTIMEDIA,81.9200,mm-9
49.1520,57,8192,READ,MULTIMEDIA,81.9200,mm-10
49.1520,246,8192,READ,MULTIMEDIA,81.9200,mm-11
49.1520,150,8192,READ,MULTIMEDIA,81.9200,mm-12
49.1520,241,8192,READ,MULTIMEDIA,81.9200,mm-13
49.1520,102,8192,READ,MULTIMEDIA,81.9200,mm-14
49.1520,157,8192,READ,MULTIMEDIA,81.9200,mm-15
49.1520,449,8192,READ,MULTIMEDIA,81.9200,mm-16
49.1520,110,8192,READ,MULTIMEDIA,81.9200,mm-17
49.1520,472,8192,READ,MULTIMEDIA,81.9200,mm-18
49.1520,108,8192,READ,MULTIMEDIA,81.9200,mm-19
57.3400,170,5970,READ,OLTP,,
65.5360,456,8192,READ,MULTIMEDIA,98.3040,mm-0
65.5360,53,8192,READ,MULTIMEDIA,98.3040,mm-1
65.5360,121,8192,READ,MULTIMEDIA,98.3040,mm-2
65.5360,341,8192,READ,MULTIMEDIA,98.3040,mm-3
65.5360,80,8192,READ,MULTIMEDIA,98.3040,mm-4
65.5360,379,8192,READ,MULTIMEDIA,98.3040,mm-5
65.5360,274,8192,READ,MULTIMEDIA,98.3040,mm-6
65.5360,236,8192,READ,MULTIMEDIA,98.3040,mm-7
65.5360,68,8192,READ,MULTIMEDIA,98.3040,mm-8
65.5360,499,8192,READ,MULTIMEDIA,98.3040,mm-9
65.5360,58,8192,READ,MULTIMEDIA,98.3040,mm-10
65.5360,247,8192,READ,MULTIMEDIA,98.3040,mm-11
65.5360,151,8192,READ,MULTIMEDIA,98.3040,mm-12
65.5360,242,8192,READ,MULTIMEDIA,98.3040,mm-13
65.5360,103,8192,READ,MULTIMEDIA,98.3040,mm-14
65.5360,246,8192,READ,MULTIMEDIA,98.3040,mm-15
65.5360,129,8192,READ,MULTIMEDIA,98.3040,mm-16
65.5360,111,8192,READ,MULTIMEDIA,98.3040,mm-17
65.5360,494,8192,READ,MULTIMEDIA,98.3040,mm-18
65.5360,109,8192,READ,MULTIMEDIA,98.3040,mm-19
74.1942,169,6069,READ,OLTP,,
81.9200,457,8192,READ,MULTIMEDIA,114.6880,mm-0
81.9200,54,8192,READ,MULTIMEDIA,114.6880,mm-1
81.9200,122,8192,READ,MULTIMEDIA,114.6880,mm-2
81.9200,342,8192,READ,MULTIMEDIA,114.6880,mm-3
81.9200,257,8192,READ,MULTIMEDIA,114.6880,mm-4
81.9200,380,8192,READ,MULTIMEDIA,114.6880,mm-5
81.9200,275,8192,READ,MULTIMEDIA,114.6880,mm-6
81.9200,237,8192,READ,MULTIMEDIA,114.6880,mm-7
81.9200,69,8192,READ,MULTIMEDIA,114.6880,mm-8
81.9200,499,8192,READ,MULTIMEDIA,114.6880,mm-9
81.9200,58,8192,READ,MULTIMEDIA,114.6880,mm-10
81.9200,248,8192,READ,MULTIMEDIA,114.6880,mm-11
81.9200,152,8192,READ,MULTIMEDIA,114.6880,mm-12
81.9200,243,8192,READ,MULTIMEDIA,114.6880,mm-13
81.9200,104,8192,READ,MULTIMEDIA,114.6880,mm-14
81.9200,247,8192,READ,MULTIMEDIA,114.6880,mm-15
81.9200,130,8192,READ,MULTIMEDIA,114.6880,mm-16
81.9200,112,8192,READ,MULTIMEDIA,114.6880,mm-17
81.9200,495,8192,READ,MULTIMEDIA,114.6880,mm-18
81.9200,110,8192,READ,MULTIMEDIA,114.6880,mm-19
98.3040,458,8192,READ,MULTIMEDIA,131.0720,mm-0
98.3040,55,8192,READ,MULTIMEDIA,131.0720,mm-1
98.3040,46,8192,READ,MULTIMEDIA,131.0720,mm-2
98.3040,343,8192,READ,MULTIMEDIA,131.0720,mm-3
98.3040,258,8192,READ,MULTIMEDIA,131.0720,mm-4
98.3040,381,8192,READ,MULTIMEDIA,131.0720,mm-5
98.3040,276,8192,READ,MULTIMEDIA,131.0720,mm-6
98.3040,446,8192,READ,MULTIMEDIA,131.0720,mm-7
98.3040,70,8192,READ,MULTIMEDIA,131.0720,mm-8
98.3040,499,8192,READ,MULTIMEDIA,131.0720,mm-9
98.3040,59,8192,READ,MULTIMEDIA,131.0720,mm-10
98.3040,249,8192,READ,MULTIMEDIA,131.0720,mm-11
98.3040,296,8192,READ,MULTIMEDIA,131.0720,mm-12
98.3040,204,8192,READ,MULTIMEDIA,131.0720,mm-13
98.3040,105,8192,READ,MULTIMEDIA,131.0720,mm-14
98.3040,248,8192,READ,MULTIMEDIA,131.0720,mm-15
98.3040,131,8192,READ,MULTIMEDIA,131.0720,mm-16
98.3040,113,8192,READ,MULTIMEDIA,131.0720,mm-17
98.3040,496,8192,READ,MULTIMEDIA,131.0720,mm-18
98.3040,111,8192,READ,MULTIMEDIA,131.0720,mm-19
109.6654,166,7710,READ,OLTP,,
114.6880,459,8192,READ,MULTIMEDIA,147.4560,mm-0
114.6880,96,8192,READ,MULTIMEDIA,147.4560,mm-1
114.6880,47,8192,READ,MULTIMEDIA,147.4560,mm-2
114.6880,344,8192,READ,MULTIMEDIA,147.4560,mm-3
114.6880,259,8192,READ,MULTIMEDIA,147.4560,mm-4
114.6880,382,8192,READ,MULTIMEDIA,147.4560,mm-5
114.6880,450,8192,READ,MULTIMEDIA,147.4560,mm-6
114.6880,447,8192,READ,MULTIMEDIA,147.4560,mm-7
114.6880,71,8192,READ,MULTIMEDIA,147.4560,mm-8
114.6880,499,8192,READ,MULTIMEDIA,147.4560,mm-9
114.6880,60,8192,READ,MULTIMEDIA,147.4560,mm-10
114.6880,191,8192,READ,MULTIMEDIA,147.4560,mm-11
114.6880,297,8192,READ,MULTIMEDIA,147.4560,mm-12
114.6880,205,8192,READ,MULTIMEDIA,147.4560,mm-13
114.6880,106,8192,READ,MULTIMEDIA,147.4560,mm-14
114.6880,249,8192,READ,MULTIMEDIA,147.4560,mm-15
114.6880,132,8192,READ,MULTIMEDIA,147.4560,mm-16
114.6880,114,8192,READ,MULTIMEDIA,147.4560,mm-17
114.6880,497,8192,READ,MULTIMEDIA,147.4560,mm-18
114.6880,112,8192,READ,MULTIMEDIA,147.4560,mm-19
123.5948,169,4290,WRITE,OLTP,,
131.0720,460,8192,READ,MULTIMEDIA,163.8400,mm-0
131.0720,97,8192,READ,MULTIMEDIA,163.8400,mm-1
131.0720,48,8192,READ,MULTIMEDIA,163.8400,mm-2
131.0720,345,8192,READ,MULTIMEDIA,163.8400,mm-3
131.0720,260,8192,READ,MULTIMEDIA,163.8400,mm-4
131.0720,383,8192,READ,MULTIMEDIA,163.8400,mm-5
131.0720,451,8192,READ,MULTIMEDIA,163.8400,mm-6
131.0720,448,8192,READ,MULTIMEDIA,163.8400,mm-7
131.0720,72,8192,READ,MULTIMEDIA,163.8400,mm-8
131.0720,499,8192,READ,MULTIMEDIA,163.8400,mm-9
131.0720,61,8192,READ,MULTIMEDIA,163.8400,mm-10
131.0720,192,8192,READ,MULTIMEDIA,163.8400,mm-11
131.0720,298,8192,READ,MULTIMEDIA,163.8400,mm-12
131.0720,206,8192,READ,MULTIMEDIA,163.8400,mm-13
131.0720,107,8192,READ,MULTIMEDIA,163.8400,mm-14
131.0720,250,8192,READ,MULTIMEDIA,163.8400,mm-15
131.0720,133,8192,READ,MULTIMEDIA,163.8400,mm-16
131.0720,115,8192,READ,MULTIMEDIA,163.8400,mm-17
131.0720,498,8192,READ,MULTIMEDIA,163.8400,mm-18
131.0720,113,8192,READ,MULTIMEDIA,163.8400,mm-19
147.4560,461,8192,READ,MULTIMEDIA,180.2240,mm-0
147.4560,98,8192,READ,MULTIMEDIA,180.2240,mm-1
147.4560,331,8192,READ,MULTIMEDIA,180.2240,mm-2
147.4560,346,8192,READ,MULTIMEDIA,180.2240,mm-3
147.4560,187,8192,READ,MULTIMEDIA,180.2240,mm-4
147.4560,384,8192,READ,MULTIMEDIA,180.2240,mm-5
147.4560,452,8192,READ,MULTIMEDIA,180.2240,mm-6
147.4560,449,8192,READ,MULTIMEDIA,180.2240,mm-7
147.4560,433,8192,READ,MULTIMEDIA,180.2240,mm-8
147.4560,499,8192,READ,MULTIMEDIA,180.2240,mm-9
147.4560,62,8192,READ,MULTIMEDIA,180.2240,mm-10
147.4560,193,8192,READ,MULTIMEDIA,180.2240,mm-11
147.4560,77,8192,READ,MULTIMEDIA,180.2240,mm-12
147.4560,207,8192,READ,MULTIMEDIA,180.2240,mm-13
147.4560,108,8192,READ,MULTIMEDIA,180.2240,mm-14
147.4560,251,8192,READ,MULTIMEDIA,180.2240,mm-15
147.4560,134,8192,READ,MULTIMEDIA,180.2240,mm-16
147.4560,116,8192,READ,MULTIMEDIA,180.2240,mm-17
147.4560,499,8192,READ,MULTIMEDIA,180.2240,mm-18
147.4560,114,8192,READ,MULTIMEDIA,180.2240,mm-19
152.2155,166,6330,READ,OLTP,,
163.8400,462,8192,READ,MULTIMEDIA,196.6080,mm-0
163.8400,99,8192,READ,MULTIMEDIA,196.6080,mm-1
163.8400,480,8192,READ,MULTIMEDIA,196.6080,mm-2
163.8400,172,8192,READ,MULTIMEDIA,196.6080,mm-3
163.8400,205,8192,READ,MULTIMEDIA,196.6080,mm-4
163.8400,385,8192,READ,MULTIMEDIA,196.6080,mm-5
163.8400,453,8192,READ,MULTIMEDIA,196.6080,mm-6
163.8400,450,8192,READ,MULTIMEDIA,196.6080,mm-7
163.8400,434,8192,READ,MULTIMEDIA,196.6080,mm-8
163.8400,499,8192,READ,MULTIMEDIA,196.6080,mm-9
163.8400,63,8192,READ,MULTIMEDIA,196.6080,mm-10
163.8400,89,8192,READ,MULTIMEDIA,196.6080,mm-11
163.8400,78,8192,READ,MULTIMEDIA,196.6080,mm-12
163.8400,208,8192,READ,MULTIMEDIA,196.6080,mm-13
163.8400,109,8192,READ,MULTIMEDIA,196.6080,mm-14
163.8400,252,8192,READ,MULTIMEDIA,196.6080,mm-15
163.8400,135,8192,READ,MULTIMEDIA,196.6080,mm-16
163.8400,117,8192,READ,MULTIMEDIA,196.6080,mm-17
163.8400,499,8192,READ,MULTIMEDIA,196.6080,mm-18
163.8400,115,8192,READ,MULTIMEDIA,196.6080,mm-19
170.1087,169,10225,WRITE,OLTP,,
171.6585,165,13368,READ,OLTP,,
177.4110,294,9122,READ,OLTP,,
180.2240,463,8192,READ,MULTIMEDIA,212.9920,mm-0
180.2240,100,8192,READ,MULTIMEDIA,212.9920,mm-1
180.2240,481,8192,READ,MULTIMEDIA,212.9920,mm-2
180.2240,173,8192,READ,MULTIMEDIA,212.9920,mm-3
180.2240,206,8192,READ,MULTIMEDIA,212.9920,mm-4
180.2240,386,8192,READ,MULTIMEDIA,212.9920,mm-5
180.2240,454,8192,READ,MULTIMEDIA,212.9920,mm-6
180.2240,451,8192,READ,MULTIMEDIA,212.9920,mm-7
180.2240,435,8192,READ,MULTIMEDIA,212.9920,mm-8
180.2240,499,8192,READ,MULTIMEDIA,212.9920,mm-9
180.2240,64,8192,READ,MULTIMEDIA,212.9920,mm-10
180.2240,121,8192,READ,MULTIMEDIA,212.9920,mm-11
180.2240,79,8192,READ,MULTIMEDIA,212.9920,mm-12
180.2240,209,8192,READ,MULTIMEDIA,212.9920,mm-13
180.2240,110,8192,READ,MULTIMEDIA,212.9920,mm-14
180.2240,253,8192,READ,MULTIMEDIA,212.9920,mm-15
180.2240,136,8192,READ,MULTIMEDIA,212.9920,mm-16
180.2240,118,8192,READ,MULTIMEDIA,212.9920,mm-17
180.2240,499,8192,READ,MULTIMEDIA,212.9920,mm-18
180.2240,116,8192,READ,MULTIMEDIA,212.9920,mm-19
182.1443,90,7205,WRITE,OLTP,,
194.7437,170,6171,READ,OLTP,,
196.6080,464,8192,READ,MULTIMEDIA,229.3760,mm-0
196.6080,101,8192,READ,MULTIMEDIA,229.3760,mm-1
196.6080,482,8192,READ,MULTIMEDIA,229.3760,mm-2
196.6080,153,8192,READ,MULTIMEDIA,229.3760,mm-3
196.6080,207,8192,READ,MULTIMEDIA,229.3760,mm-4
196.6080,232,8192,READ,MULTIMEDIA,229.3760,mm-5
196.6080,455,8192,READ,MULTIMEDIA,229.3760,mm-6
196.6080,452,8192,READ,MULTIMEDIA,229.3760,mm-7
196.6080,436,8192,READ,MULTIMEDIA,229.3760,mm-8
196.6080,499,8192,READ,MULTIMEDIA,229.3760,mm-9
196.6080,65,8192,READ,MULTIMEDIA,229.3760,mm-10
196.6080,115,8192,READ,MULTIMEDIA,229.3760,mm-11
196.6080,80,8192,READ,MULTIMEDIA,229.3760,mm-12
196.6080,210,8192,READ,MULTIMEDIA,229.3760,mm-13
196.6080,111,8192,READ,MULTIMEDIA,229.3760,mm-14
196.6080,254,8192,READ,MULTIMEDIA,229.3760,mm-15
196.6080,137,8192,READ,MULTIMEDIA,229.3760,mm-16
196.6080,119,8192,READ,MULTIMEDIA,229.3760,mm-17
196.6080,475,8192,READ,MULTIMEDIA,229.3760,mm-18
196.6080,117,8192,READ,MULTIMEDIA,229.3760,mm-19
201.9436,60,10960,WRITE,OLTP,,
208.0395,169,13244,WRITE,OLTP,,
212.9920,465,8192,READ,MULTIMEDIA,245.7600,mm-0
212.9920,102,8192,READ,MULTIMEDIA,245.7600,mm-1
212.9920,284,8192,READ,MULTIMEDIA,245.7600,mm-2
212.9920,154,8192,READ,MULTIMEDIA,245.7600,mm-3
212.9920,208,8192,READ,MULTIMEDIA,245.7600,mm-4
212.9920,233,8192,READ,MULTIMEDIA,245.7600,mm-5
212.9920,456,8192,READ,MULTIMEDIA,245.7600,mm-6
212.9920,453,8192,READ,MULTIMEDIA,245.7600,mm-7
212.9920,437,8192,READ,MULTIMEDIA,245.7600,mm-8
212.9920,499,8192,READ,MULTIMEDIA,245.7600,mm-9
212.9920,66,8192,READ,MULTIMEDIA,245.7600,mm-10
212.9920,116,8192,READ,MULTIMEDIA,245.7600,mm-11
212.9920,81,8192,READ,MULTIMEDIA,245.7600,mm-12
212.9920,211,8192,READ,MULTIMEDIA,245.7600,mm-13
212.9920,143,8192,READ,MULTIMEDIA,245.7600,mm-14
212.9920,255,8192,READ,MULTIMEDIA,245.7600,mm-15
212.9920,138,8192,READ,MULTIMEDIA,245.7600,mm-16
212.9920,120,8192,READ,MULTIMEDIA,245.7600,mm-17
212.9920,476,8192,READ,MULTIMEDIA,245.7600,mm-18
212.9920,118,8192,READ,MULTIMEDIA,245.7600,mm-19
229.3760,2,8192,READ,MULTIMEDIA,262.1440,mm-0
229.3760,103,8192,READ,MULTIMEDIA,262.1440,mm-1
229.3760,285,8192,READ,MULTIMEDIA,262.1440,mm-2
229.3760,155,8192,READ,MULTIMEDIA,262.1440,mm-3
229.3760,372,8192,READ,MULTIMEDIA,262.1440,mm-4
229.3760,444,8192,READ,MULTIMEDIA,262.1440,mm-5
229.3760,457,8192,READ,MULTIMEDIA,262.1440,mm-6
229.3760,454,8192,READ,MULTIMEDIA,262.1440,mm-7
229.3760,438,8192,READ,MULTIMEDIA,262.1440,mm-8
229.3760,499,8192,READ,MULTIMEDIA,262.1440,mm-9
229.3760,67,8192,READ,MULTIMEDIA,262.1440,mm-10
229.3760,117,8192,READ,MULTIMEDIA,262.1440,mm-11
229.3760,82,8192,READ,MULTIMEDIA,262.1440,mm-12
229.3760,212,8192,READ,MULTIMEDIA,262.1440,mm-13
229.3760,144,8192,READ,MULTIMEDIA,262.1440,mm-14
229.3760,256,8192,READ,MULTIMEDIA,262.1440,mm-15
229.3760,139,8192,READ,MULTIMEDIA,262.1440,mm-16
229.3760,121,8192,READ,MULTIMEDIA,262.1440,mm-17
229.3760,477,8192,READ,MULTIMEDIA,262.1440,mm-18
229.3760,119,8192,READ,MULTIMEDIA,262.1440,mm-19
238.2097,366,1048576,READ,OLAP,,
238.7097,367,1048576,READ,OLAP,,
239.2097,368,1048576,READ,OLAP,,
239.7097,369,1048576,READ,OLAP,,
240.2097,370,1048576,READ,OLAP,,
240.7097,371,1048576,READ,OLAP,,
241.2097,372,1048576,READ,OLAP,,
241.7097,373,1048576,READ,OLAP,,
242.2097,374,1048576,READ,OLAP,,
242.7097,375,1048576,READ,OLAP,,
243.2097,376,1048576,READ,OLAP,,
243.7097,377,1048576,READ,OLAP,,
244.2097,378,1048576,READ,OLAP,,
244.7097,379,1048576,READ,OLAP,,
245.2097,380,1048576,READ,OLAP,,
245.5654,167,9423,READ,OLTP,,
245.7097,381,1048576,READ,OLAP,,
245.7600,3,8192,READ,MULTIMEDIA,278.5280,mm-0
245.7600,343,8192,READ,MULTIMEDIA,278.5280,mm-1
245.7600,286,8192,READ,MULTIMEDIA,278.5280,mm-2
245.7600,156,8192,READ,MULTIMEDIA,278.5280,mm-3
245.7600,373,8192,READ,MULTIMEDIA,278.5280,mm-4
245.7600,261,8192,READ,MULTIMEDIA,278.5280,mm-5
245.7600,427,8192,READ,MULTIMEDIA,278.5280,mm-6
245.7600,455,8192,READ,MULTIMEDIA,278.5280,mm-7
245.7600,439,8192,READ,MULTIMEDIA,278.5280,mm-8
245.7600,499,8192,READ,MULTIMEDIA,278.5280,mm-9
245.7600,68,8192,READ,MULTIMEDIA,278.5280,mm-10
245.7600,118,8192,READ,MULTIMEDIA,278.5280,mm-11
245.7600,83,8192,READ,MULTIMEDIA,278.5280,mm-12
245.7600,256,8192,READ,MULTIMEDIA,278.5280,mm-13
245.7600,145,8192,READ,MULTIMEDIA,278.5280,mm-14
245.7600,257,8192,READ,MULTIMEDIA,278.5280,mm-15
245.7600,140,8192,READ,MULTIMEDIA,278.5280,mm-16
245.7600,122,8192,READ,MULTIMEDIA,278.5280,mm-17
245.7600,478,8192,READ,MULTIMEDIA,278.5280,mm-18
245.7600,120,8192,READ,MULTIMEDIA,278.5280,mm-19
246.2097,382,1048576,READ,OLAP,,
246.7097,383,1048576,READ,OLAP,,
247.2097,384,1048576,READ,OLAP,,
247.7097,385,1048576,READ,OLAP,,
248.2097,386,1048576,READ,OLAP,,
248.7097,387,1048576,READ,OLAP,,
249.2097,388,1048576,READ,OLAP,,
249.7097,389,1048576,READ,OLAP,,
250.2097,390,1048576,READ,OLAP,,
250.7097,391,1048576,READ,OLAP,,
251.2097,392,1048576,READ,OLAP,,
251.7097,393,1048576,READ,OLAP,,
252.2097,394,1048576,READ,OLAP,,
252.7097,395,1048576,READ,OLAP,,
252.7277,167,11327,READ,OLTP,,
253.2097,396,1048576,READ,OLAP,,
253.7097,397,1048576,READ,OLAP,,
254.2097,398,1048576,READ,OLAP,,
254.7097,399,1048576,READ,OLAP,,
255.2097,400,1048576,READ,OLAP,,
255.7097,401,1048576,READ,OLAP,,
256.2097,402,1048576,READ,OLAP,,
256.7097,403,1048576,READ,OLAP,,
257.2097,404,1048576,READ,OLAP,,
257.7097,405,1048576,READ,OLAP,,
262.1440,4,8192,READ,MULTIMEDIA,294.9120,mm-0
262.1440,344,8192,READ,MULTIMEDIA,294.9120,mm-1
262.1440,484,8192,READ,MULTIMEDIA,294.9120,mm-2
262.1440,157,8192,READ,MULTIMEDIA,294.9120,mm-3
262.1440,374,8192,READ,MULTIMEDIA,294.9120,mm-4
262.1440,262,8192,READ,MULTIMEDIA,294.9120,mm-5
262.1440,428,8192,READ,MULTIMEDIA,294.9120,mm-6
262.1440,456,8192,READ,MULTIMEDIA,294.9120,mm-7
262.1440,440,8192,READ,MULTIMEDIA,294.9120,mm-8
262.1440,499,8192,READ,MULTIMEDIA,294.9120,mm-9
262.1440,145,8192,READ,MULTIMEDIA,294.9120,mm-10
262.1440,396,8192,READ,MULTIMEDIA,294.9120,mm-11
262.1440,109,8192,READ,MULTIMEDIA,294.9120,mm-12
262.1440,257,8192,READ,MULTIMEDIA,294.9120,mm-13
262.1440,146,8192,READ,MULTIMEDIA,294.9120,mm-14
262.1440,258,8192,READ,MULTIMEDIA,294.9120,mm-15
262.1440,141,8192,READ,MULTIMEDIA,294.9120,mm-16
262.1440,123,8192,READ,MULTIMEDIA,294.9120,mm-17
262.1440,479,8192,READ,MULTIMEDIA,294.9120,mm-18
262.1440,121,8192,READ,MULTIMEDIA,294.9120,mm-19
278.5280,233,8192,READ,MULTIMEDIA,311.2960,mm-0
278.5280,345,8192,READ,MULTIMEDIA,311.2960,mm-1
278.5280,485,8192,READ,MULTIMEDIA,311.2960,mm-2
278.5280,158,8192,READ,MULTIMEDIA,311.2960,mm-3
278.5280,375,8192,READ,MULTIMEDIA,311.2960,mm-4
278.5280,263,8192,READ,MULTIMEDIA,311.2960,mm-5
278.5280,429,8192,READ,MULTIMEDIA,311.2960,mm-6
278.5280,457,8192,READ,MULTIMEDIA,311.2960,mm-7
278.5280,441,8192,READ,MULTIMEDIA,311.2960,mm-8
278.5280,499,8192,READ,MULTIMEDIA,311.2960,mm-9
278.5280,444,8192,READ,MULTIMEDIA,311.2960,mm-10
278.5280,397,8192,READ,MULTIMEDIA,311.2960,mm-11
278.5280,110,8192,READ,MULTIMEDIA,311.2960,mm-12
278.5280,258,8192,READ,MULTIMEDIA,311.2960,mm-13
278.5280,147,8192,READ,MULTIMEDIA,311.2960,mm-14
278.5280,259,8192,READ,MULTIMEDIA,311.2960,mm-15
278.5280,140,8192,READ,MULTIMEDIA,311.2960,mm-16
278.5280,12,8192,READ,MULTIMEDIA,311.2960,mm-17
278.5280,480,8192,READ,MULTIMEDIA,311.2960,mm-18
278.5280,122,8192,READ,MULTIMEDIA,311.2960,mm-19
294.9120,234,8192,READ,MULTIMEDIA,327.6800,mm-0
294.9120,346,8192,READ,MULTIMEDIA,327.6800,mm-1
294.9120,486,8192,READ,MULTIMEDIA,327.6800,mm-2
294.9120,159,8192,READ,MULTIMEDIA,327.6800,mm-3
294.9120,376,8192,READ,MULTIMEDIA,327.6800,mm-4
294.9120,264,8192,READ,MULTIMEDIA,327.6800,mm-5
294.9120,430,8192,READ,MULTIMEDIA,327.6800,mm-6
294.9120,458,8192,READ,MULTIMEDIA,327.6800,mm-7
294.9120,442,8192,READ,MULTIMEDIA,327.6800,mm-8
294.9120,499,8192,READ,MULTIMEDIA,327.6800,mm-9
294.9120,445,8192,READ,MULTIMEDIA,327.6800,mm-10
294.9120,398,8192,READ,MULTIMEDIA,327.6800,mm-11
294.9120,111,8192,READ,MULTIMEDIA,327.6800,mm-12
294.9120,259,8192,READ,MULTIMEDIA,327.6800,mm-13
294.9120,148,8192,READ,MULTIMEDIA,327.6800,mm-14
294.9120,260,8192,READ,MULTIMEDIA,327.6800,mm-15
294.9120,141,8192,READ,MULTIMEDIA,327.6800,mm-16
294.9120,293,8192,READ,MULTIMEDIA,327.6800,mm-17
294.9120,481,8192,READ,MULTIMEDIA,327.6800,mm-18
294.9120,460,8192,READ,MULTIMEDIA,327.6800,mm-19
307.9069,142,8616,READ,OLTP,,
311.2960,235,8192,READ,MULTIMEDIA,344.0640,mm-0
311.2960,347,8192,READ,MULTIMEDIA,344.0640,mm-1
311.2960,487,8192,READ,MULTIMEDIA,344.0640,mm-2
311.2960,160,8192,READ,MULTIMEDIA,344.0640,mm-3
311.2960,125,8192,READ,MULTIMEDIA,344.0640,mm-4
311.2960,265,8192,READ,MULTIMEDIA,344.0640,mm-5
311.2960,249,8192,READ,MULTIMEDIA,344.0640,mm-6
